dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1662976123,1,121.623962,28.282483,0.000000,4.693919,0.139787,0.000000,0,1,125.224069
1663505517,1,120.018097,30.281137,0.000000,51.000000,0.000000,0.000000,0,1,8.782357
1664083490,1,120.056878,30.312780,0.000000,14.259414,0.000000,0.000000,0,1,5.691141
1662861903,1,121.623895,28.283600,0.000000,4.724152,0.000000,0.000000,0,1,114.340416
1662855175,1,121.625258,28.281833,0.000000,6.940375,0.061111,0.000000,0,1,101.151805
1662861083,1,121.625687,28.281850,0.000000,4.575230,0.000000,0.000000,0,1,106.601146
1663856227,1,120.010231,30.287195,0.000000,4.732287,0.000000,0.000000,0,1,8.556592
1662861854,1,121.623895,28.283583,0.000000,4.748540,0.000000,0.000000,0,1,111.295208
1662850407,1,121.623183,28.282175,0.000000,4.721152,0.176171,0.000000,0,1,147.173527
1662850366,1,121.623497,28.282130,0.000000,4.718109,0.119692,0.000000,0,1,139.774673
1662850001,1,121.625520,28.281570,0.000000,4.709064,0.000000,0.000000,0,1,122.683273
1662850322,1,121.623742,28.282092,0.000000,4.714698,0.058801,0.000000,0,1,134.765024
1662850052,1,121.625245,28.281572,0.000000,4.723643,0.000000,0.000000,0,1,118.534465
1662849539,1,121.622872,28.282878,0.000000,4.722166,0.000000,0.000000,0,1,126.132638
1662849185,1,121.624070,28.283975,0.000000,3.535534,0.066667,0.000000,0,1,119.967296
1662848339,1,121.624047,28.283712,0.000000,3.535534,0.000000,0.000000,0,1,111.695262
1662784933,1,121.014586,29.212112,0.000000,3.910846,0.000000,0.000000,0,1,403.659390
1662788410,1,121.054389,29.277533,0.000000,4.592794,0.000000,0.000000,0,1,455.223777
1662788487,1,121.054358,29.277458,0.000000,4.618413,0.000000,0.000000,0,1,459.290782
1662789987,1,121.058120,29.275105,0.000000,4.589696,0.000000,0.000000,0,1,467.396878
1662777152,1,121.130692,28.847137,0.000000,24.891250,1.197222,0.000000,0,1,27.945524
1662775026,1,121.122750,28.850133,0.000000,4.632564,0.292730,0.000000,0,1,18.292234
1662366543,1,119.996688,30.282525,0.000000,1097.368315,0.000000,0.000000,0,1,15.028879
1662819448,1,121.622253,28.284237,0.000000,4.744213,0.000000,0.000000,0,1,134.156568
1661692424,1,120.018281,30.281083,0.000000,35.000000,0.000000,0.000000,0,1,9.515542
1661176929,1,120.001625,30.282228,0.000000,4.970397,0.188889,0.000000,0,1,8.393215
1661604432,1,120.153678,30.243867,0.000000,19.369876,0.044444,0.000000,0,1,14.870362
1661567111,1,119.999442,30.282888,0.000000,4.779160,0.000000,0.000000,0,1,3.624794
1660973388,1,119.356438,30.376992,0.000000,4.507757,0.125419,0.000000,0,1,608.318356
1660973391,1,119.356438,30.376992,0.000000,4.507757,0.125419,0.000000,0,1,608.318356
1660972748,1,119.356522,30.376947,0.000000,6.666511,0.000000,0.000000,0,1,605.222594
1660970967,1,119.356392,30.376897,0.000000,4.265214,0.000000,0.000000,0,1,563.981015
1660296343,1,120.030181,30.319892,0.000000,102.449687,0.000000,0.000000,0,1,9.362439
1660306382,1,120.029800,30.321547,0.000000,2000.000000,0.000000,0.000000,0,1,14.322439
1660396726,1,119.995872,30.282358,0.000000,153.000000,0.000000,0.000000,0,1,21.838722
1660317755,1,120.029700,30.320083,0.000000,76.000000,0.000000,0.000000,0,1,14.612439
1660301421,1,120.036003,30.320892,0.000000,22.311224,0.819444,0.000000,0,1,10.795803
1660970968,1,119.356392,30.376897,0.000000,4.265214,0.000000,0.000000,0,1,563.981015
1660618831,1,119.996483,30.282292,0.000000,93.000000,0.000000,0.000000,0,1,28.439036
1660301968,1,120.033433,30.321433,0.000000,4.575132,0.261111,0.000000,0,1,7.866482
1660291212,1,120.029755,30.319778,0.000000,403.806685,0.000000,0.000000,0,1,7.012466
1660289596,1,120.029472,30.320420,0.000000,127.000000,0.000000,0.000000,0,1,14.612439
1660294801,1,120.029494,30.319953,0.000000,42.604947,0.000000,0.000000,0,1,22.012440
1660291541,1,120.030389,30.319963,0.000000,44.000000,0.000000,0.000000,0,1,7.012439
1660289582,1,120.029542,30.320028,0.000000,528.744981,0.000000,0.000000,0,1,14.612439
1659766681,1,119.647263,30.418953,0.000000,9.300117,0.044444,0.000000,0,1,424.802278
1660289545,1,120.029700,30.320083,0.000000,76.000000,0.000000,0.000000,0,1,14.612439
1660132332,1,119.983345,30.279683,0.000000,29.149492,0.947222,0.000000,0,1,9.979419
1659791175,1,119.647163,30.419075,0.000000,4.127613,0.000000,0.000000,0,1,416.028719
1659790974,1,119.647238,30.418958,0.000000,3.535534,0.000000,0.000000,0,1,418.732698
1659708634,1,120.063644,30.302963,0.000000,2000.000000,0.000000,0.000000,0,1,5.907291
1659754076,1,119.907058,30.375503,0.000000,4.575347,6.783333,0.000000,0,1,8.978528
1660289546,1,120.029700,30.320083,0.000000,76.000000,0.000000,0.000000,0,1,14.612439
1660288419,1,120.030328,30.319955,0.000000,1861.306624,0.000000,0.000000,0,1,6.472439
1660289576,1,120.029700,30.320083,0.000000,76.000000,0.000000,0.000000,0,1,14.612439
1659623126,1,120.103639,30.300213,0.000000,39.000000,0.000000,0.000000,0,1,7.797957
1659623808,1,120.103730,30.300238,0.000000,48.000000,0.000000,0.000000,0,1,7.797957
1659705092,1,120.010947,30.287197,0.000000,7.149367,0.000000,0.000000,0,1,40.466152
1659622973,1,120.103745,30.300225,0.000000,43.000000,0.000000,0.000000,0,1,7.797957
1659193706,1,120.161950,30.264080,0.000000,35.000000,0.000000,0.000000,0,1,4.477402
1659190049,1,120.161942,30.264080,0.000000,35.000000,0.000000,0.000000,0,1,4.477402
1659192394,1,120.161919,30.264103,0.000000,35.000000,0.000000,0.000000,0,1,4.477402
1659190042,1,120.161919,30.264095,0.000000,35.000000,0.000000,0.000000,0,1,4.477402
1659528143,1,120.005539,30.276742,0.000000,7.544223,0.000000,0.000000,0,1,7.927693
1657192967,1,119.996375,30.282770,0.000000,653.545020,0.000000,0.000000,0,1,15.943396
1658833435,1,119.996437,30.282308,0.000000,101.000000,0.000000,0.000000,0,1,30.753178
1656925838,1,119.996247,30.282422,0.000000,98.000000,0.000000,0.000000,0,1,13.568244
1656672380,1,119.997353,30.282353,0.000000,10.625319,0.072583,0.000000,0,1,27.814512
1657193110,1,119.996492,30.282280,0.000000,150.700988,0.000000,0.000000,0,1,15.741255
1658671396,1,120.018258,30.281150,0.000000,35.000000,0.000000,0.000000,0,1,12.939915
1656424978,1,120.103967,30.300213,0.000000,183.333333,0.000000,0.000000,0,1,5.753970
1656672507,1,119.997055,30.282172,0.000000,9.227720,0.000000,0.000000,0,1,7.037040
1657452867,1,120.018311,30.281113,0.000000,197.383687,0.000000,0.000000,0,1,8.358224
1658630276,1,119.997445,30.285088,0.000000,68.463699,0.000000,0.000000,0,1,10.585833
1656308042,1,119.996780,30.282372,0.000000,382.000000,0.000000,0.000000,0,1,19.605886
1657908369,1,120.160789,30.244842,0.000000,35.000000,0.000000,0.000000,0,1,20.591043
1656760629,1,120.156289,30.256308,0.000000,16.049617,0.000000,0.000000,0,1,16.967042
1658746887,1,119.996437,30.282308,0.000000,101.000000,0.000000,0.000000,0,1,26.686697
1657959331,1,119.977188,30.283853,0.000000,20.936757,0.763889,0.000000,0,1,9.430774
1656638373,1,120.002364,30.283250,0.000000,4.734529,0.272008,0.000000,0,1,8.526290
1656639550,1,119.996117,30.283200,0.000000,130.627401,0.000000,0.000000,0,1,12.433736
1656431549,1,120.103622,30.300225,0.000000,37.000000,0.000000,0.000000,0,1,5.753970
1658056150,1,119.999550,30.289230,0.000000,4.737834,0.000000,0.000000,0,1,4.760067
1658746938,1,119.996445,30.282338,0.000000,101.000000,0.000000,0.000000,0,1,32.059382
1656240222,1,120.093011,30.193333,0.000000,4.732815,0.000000,0.000000,0,1,250.420960
1657460114,1,120.018311,30.281113,0.000000,116.392677,0.000000,0.000000,0,1,8.043301
1658832549,1,119.996400,30.282367,0.000000,101.000000,0.000000,0.000000,0,1,15.964235
1656857075,1,120.017525,30.282708,0.000000,4.735185,0.000000,0.000000,0,1,8.256393
1658060913,1,120.009750,30.285653,0.000000,4.751137,0.348777,0.000000,0,1,7.536254
1658662355,1,120.018250,30.281167,0.000000,45.000000,0.000000,0.000000,0,1,9.539961
1656905323,1,119.996117,30.283200,0.000000,128.590926,0.000000,0.000000,0,1,13.204102
1656242186,1,120.082367,30.191417,0.000000,4.771688,0.000000,0.000000,0,1,32.478816
1657354135,1,119.996887,30.282447,0.000000,122.000000,0.000000,0.000000,0,1,13.853290
1658030940,1,120.158364,30.264228,0.000000,40.000000,0.000000,0.000000,0,1,17.397402
1657959334,1,119.977255,30.283622,0.000000,16.315728,0.177778,0.000000,0,1,16.169116
1656672633,1,119.997117,30.282425,0.000000,4.801721,0.000000,0.000000,0,1,8.211348
1656735381,1,119.997108,30.282283,0.000000,6.490080,0.372222,0.000000,0,1,16.179554
1656769315,1,120.176972,30.328262,0.000000,35.000000,0.000000,0.000000,0,1,2.453602
1658033497,1,120.157958,30.262945,0.000000,7.041920,0.000000,0.000000,0,1,12.817402
1657457609,1,120.010611,30.287517,0.000000,26.743668,0.000000,0.000000,0,1,11.336690
1657960916,1,119.977097,30.283737,0.000000,13.719839,0.183333,0.000000,0,1,10.825000
1656766439,1,120.176972,30.328258,0.000000,35.000000,0.000000,0.000000,0,1,5.093602
1656857092,1,120.017517,30.282708,0.000000,4.735672,0.000000,0.000000,0,1,7.964898
1656672556,1,119.997230,30.282188,0.000000,12.857726,0.474315,0.000000,0,1,7.856134
1656738191,1,120.010606,30.287517,0.000000,27.216891,0.000000,0.000000,0,1,7.832346
1658059196,1,120.009589,30.285683,0.000000,4.740720,0.000000,0.000000,0,1,6.480641
1657452843,1,120.018311,30.281113,0.000000,116.392677,0.000000,0.000000,0,1,8.043301
1657945385,1,120.157530,30.251625,0.000000,35.000000,0.000000,0.000000,0,1,17.101902
1656327677,1,120.003158,30.286422,0.000000,19000.000000,0.000000,0.000000,0,1,18.806133
1658670362,1,120.018233,30.281147,0.000000,45.000000,0.000000,0.000000,0,1,12.939915
1658747040,1,119.996445,30.282330,0.000000,101.000000,0.000000,0.000000,0,1,25.944658
1656235886,1,120.092064,30.219328,0.000000,4.737504,0.152634,0.000000,0,1,288.627474
1658658417,1,120.018325,30.281122,0.000000,3.924032,0.000000,0.000000,0,1,32.066433
1656429738,1,120.103967,30.300213,0.000000,183.333333,0.000000,0.000000,0,1,5.753970
1656998753,1,119.996995,30.282197,0.000000,131.000000,0.000000,0.000000,0,1,15.137416
1656161048,1,119.998887,30.282797,0.000000,4.753502,0.347073,0.000000,0,1,3.754736
1656129785,1,120.010697,30.287653,0.000000,35.000000,0.000000,0.000000,0,1,20.608828
1655880257,1,119.996855,30.282453,0.000000,735.793092,0.000000,0.000000,0,1,41.258553
1656144826,1,119.996283,30.283658,0.000000,284.206308,0.000000,0.000000,0,1,184.668823
1656137601,1,119.996283,30.283638,0.000000,476.229815,0.000000,0.000000,0,1,184.388824
1656122991,1,120.021805,30.288788,0.000000,39.683667,0.000000,0.000000,0,1,2.563210
1655808344,1,119.995645,30.283372,0.000000,250.961646,0.000000,0.000000,0,1,14.271861
1655810003,1,119.994950,30.282513,0.000000,166.076038,0.000000,0.000000,0,1,13.202772
1655958292,1,119.998245,30.281597,0.000000,100.000000,0.000000,0.000000,0,1,8.844452
1656080492,1,120.166267,30.246522,0.000000,16.408782,0.000000,0.000000,0,1,37.927003
1655465016,1,120.016961,30.277428,0.000000,35.000000,0.000000,0.000000,0,1,8.026426
1655553264,1,120.095200,30.269662,0.000000,35.000000,0.000000,0.000000,0,1,30.455416
1655473529,1,120.017044,30.277463,0.000000,35.000000,0.000000,0.000000,0,1,7.951810
1655551386,1,120.094292,30.268903,0.000000,37.280751,0.052778,0.000000,0,1,10.568752
1655643440,1,120.018036,30.281317,0.000000,45.000000,0.000000,0.000000,0,1,8.670081
1655461982,1,120.016967,30.277480,0.000000,35.000000,0.000000,0.000000,0,1,7.983694
1655641343,1,120.018381,30.281205,0.000000,40.000000,0.000000,0.000000,0,1,8.258815
1655108073,1,119.996688,30.282520,0.000000,82.000000,0.000000,0.000000,0,1,11.541405
1654245261,1,108.940422,34.341555,0.000000,35.000000,0.000000,0.000000,0,1,413.274566
1653818899,1,108.943413,34.249395,0.000000,37.000000,0.000000,0.000000,0,1,445.862549
1654179964,1,108.941605,34.258580,0.000000,35.000000,0.000000,0.000000,0,1,405.622803
1654245479,1,108.940437,34.341500,0.000000,35.000000,0.000000,0.000000,0,1,413.274566
1654184768,1,108.941338,34.258587,0.000000,35.000000,0.000000,0.000000,0,1,405.622803
1655179896,1,119.998200,30.283620,0.000000,68.970973,0.000000,0.000000,0,1,5.913402
1654180477,1,108.941375,34.258587,0.000000,35.000000,0.000000,0.000000,0,1,405.622803
1655262192,1,119.996855,30.282683,0.000000,82.000000,0.000000,0.000000,0,1,11.537672
1655102042,1,119.996795,30.282817,0.000000,147.658327,0.000000,0.000000,0,1,15.422012
1654857988,1,109.124839,34.307987,0.000000,7.345840,0.000000,0.000000,0,1,462.253361
1655101350,1,119.996833,30.282720,0.000000,82.000000,0.000000,0.000000,0,1,13.701673
1655024925,1,119.997672,30.282362,0.000000,11.010744,0.000000,0.000000,0,1,4.813770
1653712874,1,108.950875,34.226017,0.000000,35.000000,0.000000,0.000000,0,1,420.129936
1655025075,1,119.997238,30.282763,0.000000,32.763202,0.386111,0.000000,0,1,5.947498
1655024638,1,119.998520,30.280230,0.000000,9.547820,0.083333,0.000000,0,1,7.317737
1655169965,1,119.996812,30.282738,0.000000,88.690422,0.000000,0.000000,0,1,184.153397
1655024765,1,119.998100,30.281508,0.000000,20.014992,0.247222,0.000000,0,1,7.799549
1653046391,1,108.943520,34.225342,0.000000,7.793684,0.000000,0.000000,0,1,0.000000
1655090066,1,120.021872,30.283217,0.000000,4.742789,0.138902,0.000000,0,1,7.332387
1653046359,1,108.942855,34.225328,0.000000,40.000000,0.000000,0.000000,0,1,415.074049
1655025077,1,119.997147,30.282992,0.000000,16.170146,0.041667,0.000000,0,1,6.640003
1655100969,1,119.996483,30.283495,0.000000,654.957281,0.000000,0.000000,0,1,13.777158
1655079168,1,120.022789,30.289233,0.000000,35.000000,0.000000,0.000000,0,1,16.877958
1655352143,1,119.997712,30.282963,0.000000,39.000000,0.000000,0.000000,0,1,9.460162
1655124145,1,119.996650,30.284322,0.000000,476.257449,0.000000,0.000000,0,1,15.034787
1654327229,1,109.036286,34.329225,0.000000,4.735823,0.000000,0.000000,0,1,387.332414
1654325738,1,109.034789,34.331330,0.000000,3.535534,0.000000,0.000000,0,1,385.536953
1654183364,1,108.941308,34.258595,0.000000,35.000000,0.000000,0.000000,0,1,405.622803
1653783789,1,109.004836,34.283837,0.000000,56.000000,0.000000,0.000000,0,1,418.223511
1654245414,1,108.940430,34.341492,0.000000,35.000000,0.000000,0.000000,0,1,413.274566
1655024648,1,119.998558,30.280312,0.000000,3.535534,0.361111,0.000000,0,1,12.694080
1653290379,1,109.124595,34.308108,0.000000,35.000000,0.000000,0.000000,0,1,461.181847
1655101327,1,119.996833,30.282680,0.000000,244.580858,0.000000,0.000000,0,1,8.967718
1655090111,1,120.021722,30.283137,0.000000,4.732624,0.127085,0.000000,0,1,7.714703
1655110519,1,119.996605,30.282420,0.000000,1414.000000,0.000000,0.000000,0,1,7.944585
1653055521,1,108.967987,34.285488,0.000000,16.126906,0.000000,0.000000,0,1,409.302761
1654192844,1,109.005250,34.284303,0.000000,59.000000,0.000000,0.000000,0,1,424.483887
1655124680,1,119.996688,30.282530,0.000000,82.000000,0.000000,0.000000,0,1,13.404559
1655024923,1,119.997588,30.282378,0.000000,27.070407,0.155556,0.000000,0,1,21.749622
1654327642,1,109.033883,34.330495,0.000000,4.732660,0.000000,0.000000,0,1,384.788406
1653046368,1,108.943328,34.225253,0.000000,5.942608,0.000000,0.000000,0,1,415.421794
1655439336,1,119.996972,30.283378,0.000000,95.666667,0.000000,0.000000,0,1,4.764122
1655114489,1,119.996353,30.283853,0.000000,782.333333,0.000000,0.000000,0,1,16.020031
1655025167,1,119.997330,30.281958,0.000000,13.534263,0.000000,0.000000,0,1,46.465747
1654186981,1,108.941313,34.258595,0.000000,35.000000,0.000000,0.000000,0,1,405.622803
1655024823,1,119.997963,30.282088,0.000000,6.888160,0.000000,0.000000,0,1,4.186756
1655108051,1,119.996688,30.282517,0.000000,82.000000,0.000000,0.000000,0,1,11.541524
1653126543,1,108.943537,34.225328,0.000000,10.687912,0.000000,0.000000,0,1,415.421771
1653398199,1,108.893412,34.225192,0.000000,35.000000,0.000000,0.000000,0,1,414.931299
1655170523,1,119.996353,30.283853,0.000000,1464.477754,0.000000,0.000000,0,1,184.153397
1653128075,1,108.943528,34.225330,0.000000,9.775709,0.000000,0.000000,0,1,0.000000
1655024982,1,119.997362,30.281717,0.000000,20.996101,0.000000,0.000000,0,1,84.962268
1655024764,1,119.998208,30.281072,0.000000,45.955130,0.247222,0.000000,0,1,6.028003
1655170698,1,119.996567,30.283333,0.000000,220.985945,0.000000,0.000000,0,1,184.153397
1654245331,1,108.940405,34.341567,0.000000,35.000000,0.000000,0.000000,0,1,413.274566
1655169095,1,120.004556,30.283658,0.000000,4.217631,0.625000,0.000000,0,1,10.712856
1655024452,1,119.999405,30.278392,0.000000,4.575301,0.422222,0.000000,0,1,9.597767
1654189011,1,108.941375,34.258583,0.000000,35.000000,0.000000,0.000000,0,1,405.622803
1654950866,1,120.021514,30.288708,0.000000,35.000000,0.000000,0.000000,0,1,7.702590
1654255995,1,109.124725,34.308053,0.000000,14.462512,0.000000,0.000000,0,1,453.181915
1651981152,1,109.057297,34.322605,0.000000,4.739153,0.000000,0.000000,0,1,394.030060
1652589456,1,108.893425,34.225220,0.000000,35.000000,0.000000,0.000000,0,1,415.101799
1652588459,1,108.893403,34.225180,0.000000,35.000000,0.000000,0.000000,0,1,415.001985
1652786495,1,109.157517,34.288430,0.000000,4.746883,0.000000,0.000000,0,1,706.113154
1652588959,1,108.893417,34.225205,0.000000,35.000000,0.000000,0.000000,0,1,414.972710
1651981173,1,109.057305,34.322605,0.000000,4.741102,0.000000,0.000000,0,1,393.747522
1652770831,1,109.158011,34.290420,0.000000,3.535534,0.000000,0.000000,0,1,716.129859
1652001567,1,109.056945,34.323037,0.000000,4.743522,0.000000,0.000000,0,1,394.824406
1652699691,1,109.158181,34.291130,0.000000,4.741078,0.000000,0.000000,0,1,723.318012
1652177823,1,109.124192,34.309138,0.000000,35.000000,0.000000,0.000000,0,1,474.347290
1652758784,1,109.157997,34.290925,0.000000,4.737316,0.000000,0.000000,0,1,722.317365
1652588930,1,108.893395,34.225180,0.000000,35.000000,0.000000,0.000000,0,1,414.965059
1652588490,1,108.893412,34.225197,0.000000,35.000000,0.000000,0.000000,0,1,414.956598
1652174522,1,109.124144,34.308983,0.000000,35.000000,0.000000,0.000000,0,1,474.347290
1652081243,1,108.965600,34.223478,0.000000,35.000000,0.000000,0.000000,0,1,435.652283
1652700512,1,109.157975,34.290562,0.000000,4.737364,0.000000,0.000000,0,1,720.585578
1652588800,1,108.893403,34.225188,0.000000,35.000000,0.000000,0.000000,0,1,414.968111
1652174484,1,109.124458,34.308770,0.000000,60.000000,0.000000,0.000000,0,1,474.347290
1652588929,1,108.893395,34.225180,0.000000,35.000000,0.000000,0.000000,0,1,414.965059
1651981147,1,109.057297,34.322605,0.000000,4.740054,0.000000,0.000000,0,1,394.030060
1652752759,1,109.157997,34.290917,0.000000,4.738944,0.000000,0.000000,0,1,722.478818
1652700446,1,109.157950,34.290567,0.000000,4.594757,0.050000,0.000000,0,1,718.019386
1652588455,1,108.893412,34.225188,0.000000,35.000000,0.000000,0.000000,0,1,414.996065
1652699610,1,109.158158,34.291120,0.000000,4.741953,0.000000,0.000000,0,1,726.969459
1652588467,1,108.893412,34.225192,0.000000,35.000000,0.000000,0.000000,0,1,414.987970
1652588932,1,108.893395,34.225180,0.000000,35.000000,0.000000,0.000000,0,1,414.965059
1652177845,1,109.124292,34.309038,0.000000,12.574098,0.469444,0.000000,0,1,456.467900
1652757065,1,109.157958,34.290742,0.000000,4.742390,0.000000,0.000000,0,1,721.307843
1652699646,1,109.158181,34.291125,0.000000,4.743317,0.000000,0.000000,0,1,722.915677
1652700078,1,109.158006,34.290905,0.000000,4.737341,0.000000,0.000000,0,1,721.838221
1652700179,1,109.157967,34.290747,0.000000,4.740938,0.000000,0.000000,0,1,720.773135
1651981174,1,109.057305,34.322605,0.000000,4.740368,0.000000,0.000000,0,1,393.747522
1652588939,1,108.893412,34.225188,0.000000,35.000000,0.000000,0.000000,0,1,414.961908
1652699535,1,109.158172,34.291150,0.000000,4.748122,0.000000,0.000000,0,1,722.055235
1652001830,1,109.057305,34.322605,0.000000,4.740368,0.000000,0.000000,0,1,393.747521
1664517285,1,119.981063,30.300525,0.000000,134.032717,0.000000,0.000000,0,1,29.809999
1650623609,1,109.005919,34.284672,0.000000,22.701261,0.000000,0.000000,0,1,415.406273
1650246330,1,109.125778,34.307872,0.000000,55.000000,0.000000,0.000000,0,1,460.949105
1648975449,1,109.105095,34.280205,0.000000,4.773773,0.000000,0.000000,0,1,408.836526
1651476242,1,108.943008,34.250645,0.000000,18.000166,2.331174,0.000000,0,1,405.840689
1651552996,1,108.940422,34.341042,0.000000,35.000000,0.000000,0.000000,0,1,383.611958
1651980042,1,109.057053,34.323017,0.000000,4.739089,0.000000,0.000000,0,1,393.610829
1649839814,1,109.112647,34.297325,0.000000,4.103174,0.305556,0.000000,0,1,438.682167
1648188277,1,109.124686,34.308037,0.000000,12.991933,0.000000,0.000000,0,1,457.687878
1649410641,1,109.113936,34.296475,0.000000,5.868022,0.000000,0.000000,0,1,439.470456
1651980376,1,109.056983,34.323075,0.000000,4.744660,0.000000,0.000000,0,1,394.891643
1648019506,1,109.113870,34.296555,0.000000,6.047150,0.000000,0.000000,0,1,439.297671
1664543626,1,118.788795,32.055320,0.000000,14.201960,0.000000,0.000000,0,1,6.329158
1648109572,1,109.113906,34.296447,0.000000,9.246108,0.092016,0.000000,0,1,439.257675
1651978584,1,109.060203,34.319162,0.000000,4.747361,0.000000,0.000000,0,1,391.633515
1651980760,1,109.056945,34.323037,0.000000,4.744286,0.000000,0.000000,0,1,394.824406
1650678237,1,109.124870,34.308033,0.000000,22.573019,0.078272,0.000000,0,1,456.045990
1650172604,1,109.182962,34.293670,0.000000,3.535534,0.000000,0.000000,0,1,834.468972
1651748007,1,109.124511,34.308330,0.000000,34.858819,0.000000,0.000000,0,1,455.884953
1648872873,1,109.124467,34.308553,0.000000,8.139349,0.000000,0.000000,0,1,471.513493
1647432795,1,109.005967,34.284645,0.000000,19.000132,0.000000,0.000000,0,1,425.099243
1651978532,1,109.060203,34.319170,0.000000,4.745907,0.000000,0.000000,0,1,391.186744
1649943769,1,109.113708,34.296530,0.000000,9.804378,0.000000,0.000000,0,1,447.159279
1648549556,1,109.005906,34.285400,0.000000,35.000000,0.000000,0.000000,0,1,417.033020
1651553873,1,108.942458,34.320553,0.000000,24.251652,1.391667,0.000000,0,1,394.265381
1651981137,1,109.057297,34.322605,0.000000,4.739490,0.000000,0.000000,0,1,393.835640
1649154833,1,109.166122,34.344330,0.000000,3.535534,0.000000,0.000000,0,1,521.743351
1648373233,1,109.112625,34.295503,0.000000,4.594853,0.000000,0.000000,0,1,431.535316
1651507421,1,108.940383,34.341463,0.000000,35.000000,0.000000,0.000000,0,1,401.871765
1648109315,1,109.113892,34.296422,0.000000,5.640440,0.027118,0.000000,0,1,439.232926
1651740990,1,109.113875,34.296528,0.000000,15.902760,0.000000,0.000000,0,1,438.423927
1649939985,1,109.113495,34.296270,0.000000,40.000000,0.000000,0.000000,0,1,438.320721
1648019988,1,109.113875,34.296530,0.000000,6.564097,0.000000,0.000000,0,1,439.128688
1648963912,1,109.124458,34.308312,0.000000,6.332978,0.000000,0.000000,0,1,452.393559
1651748039,1,108.940422,34.341038,0.000000,35.000000,0.000000,0.000000,0,1,383.719074
1648371625,1,109.113839,34.296603,0.000000,13.834651,0.300000,0.000000,0,1,431.440163
1646898093,1,109.124686,34.308037,0.000000,16.199763,0.000000,0.000000,0,1,458.142626
1651981014,1,109.057281,34.322605,0.000000,4.751260,0.000000,0.000000,0,1,394.440306
1651980471,1,109.057000,34.323063,0.000000,4.740356,0.000000,0.000000,0,1,393.852856
1648181207,1,109.124686,34.308037,0.000000,12.991933,0.000000,0.000000,0,1,457.694000
1648630808,1,109.510712,34.164150,0.000000,4.749151,0.012034,0.000000,0,1,926.603960
1650172828,1,109.183058,34.293675,0.000000,4.724014,0.000000,0.000000,0,1,844.454318
1650623627,1,109.005919,34.284672,0.000000,22.701261,0.000000,0.000000,0,1,416.835511
1651552972,1,108.940413,34.341042,0.000000,50.000000,0.000000,0.000000,0,1,383.719294
1649410606,1,109.113930,34.296413,0.000000,5.406962,0.000000,0.000000,0,1,439.390715
1650881406,1,109.231628,34.318000,0.000000,4.716882,0.089289,0.000000,0,1,1008.838516
1651980689,1,109.056953,34.323033,0.000000,4.594922,0.000000,0.000000,0,1,399.734097
1649410681,1,109.113930,34.296570,0.000000,7.070215,0.000000,0.000000,0,1,439.268107
1648019470,1,109.113922,34.296567,0.000000,7.596504,0.000000,0.000000,0,1,439.413978
1651980751,1,109.056945,34.323037,0.000000,4.743923,0.000000,0.000000,0,1,394.824406
1648109600,1,109.113900,34.296453,0.000000,7.928954,0.274135,0.000000,0,1,439.100628
1642843376,1,109.124680,34.308058,0.000000,16.230557,0.000000,0.000000,0,1,463.861725
